""	"Blovice"	"Bohnice"	"Borek"	"Bozkov"	"Cekanice"	"Cerveny Hradek"	"Cimice"	"Cizice"	"Dobriv"	"Drahkov"	"Chlum"	"Chocenice"	"Chocenicka Lhota"	"Chocenicky ujezd"	"Chotusice"	"Chrast"	"Chvalenice"	"Kadan"	"Klabava"	"Kornatice"	"Kozel"	"Krimice"	"Kysice"	"Letkov"	"Lhuta"	"Litice"	"Litohlavy"	"Lobzy"	"Losina"	"Mesno"	"Milinov"	"Mirosov"	"Mokrouse"	"Nebilovy"	"Nepomuk"	"Netunice"	"Nevid"	"Nezbavetice"	"Nezvestice"	"Olesna"	"Osek"	"Plzen"	"Plzenec"	"Porici"	"Predenice"	"Prestice"	"Radnice"	"Radobycice"	"Rakova"	"Rokycany"	"Sedlec"	"Stahlavice"	"Stahlavy"	"Tymakov"	"Unetice"	"Vesela"	"Vitinka"	"Vrcen"	"Zakava"	"Zdemyslice"	"Zelcany"	"Zinkovy"
"Litohlavy"	21.1222758273244	73.3434505623586	15.6654235308351	9.70515729160455	49.3879957094937	7.62613012768492	74.5937163723602	17.8333247950549	10.4534915100392	24.2250244978446	18.9731750531113	24.5777970419597	22.5200314062389	22.905570296706	132.872841713856	5.90959555300045	15.1515539055729	71.0162099080848	2.32492648901262	12.1311384832075	10.9406646997025	18.5912910628932	5.82446380005788	8.20877738598745	7.66371418376253	16.6832337886926	0	10.9532205613524	13.681553456462	12.9882027661417	13.7340450704055	11.0379867396861	6.40411011219325	18.0409090051832	31.2258953331654	19.2925403297004	9.48719416072438	13.9214715797663	14.3958046045199	14.6022502120402	2.29087495936146	13.5530340500834	10.0763395766092	17.1200507992242	19.9103979789279	27.2200422993146	10.4811039833929	14.287548116995	7.4649083265459	3.41163482838123	9.3680832017598	12.1738507453172	11.0184271154814	6.58204621643126	21.3898781748228	8.4067850622043	2.27020603722285	29.0388057045913	15.3855461385396	18.0440272218592	16.4068068789037	31.9694249793325
"Lobzy"	20.7165486143252	83.6535926701921	10.3519288464294	1.71822878011466	53.2520902570701	3.47398302282624	84.8995101470237	10.7760572016738	19.7197586677511	21.1899165941452	16.1025209851326	23.1134062060643	20.6381083065841	20.1068290247462	143.805882293704	7.80192214779495	12.0375274379028	71.1107442772563	8.90797214101385	15.8148336498099	11.5570883834156	8.05093796152147	5.13273431520218	3.81472938307452	9.29852274213178	5.987682471441	10.9532205613524	0	8.64137109905401	17.7658821900922	15.5686330354043	18.4917441119493	8.43009578340189	12.7142949294299	31.0986527175845	14.2458029626182	15.1071854264554	10.8392826519491	13.722345021214	13.449168693921	13.1163995411142	2.76161816655112	6.59891606646706	19.7443430213488	13.3912062785028	19.950900683823	18.5150090141693	5.12847101294794	12.87499120586	12.8265577575133	7.80102417816257	12.2072663422258	9.89301662652341	7.27980912582819	18.1950868444144	14.4877376130871	11.8277875282811	30.0643735189465	15.1345974156856	16.9814462321928	13.6806723981373	29.4856286379913
"Losina"	12.3377830859098	86.4585131971634	2.05287275210317	7.58725020846831	45.495591546925	9.94110383770781	87.7103814245784	4.33787357717089	17.9352798874184	12.5927483517782	7.46332259332485	14.4966432559669	12.0127228388345	11.4777870281155	143.220664745397	14.1829171326371	3.53118301290768	79.6918139125072	11.4369788095787	10.429975409018	5.88759794855383	14.1959768441761	9.74573179440518	6.92206165797416	6.77957668802362	8.79647320857019	13.681553456462	8.64137109905401	0	12.5980879970643	8.96051988769644	15.2491630441892	7.49557852963898	4.56737725669513	22.5516285017115	6.01839216931532	11.4746149896748	2.60953302848501	6.05351976845217	5.5750518628988	15.8757964270812	10.0956796594242	3.65252422360696	12.7549755851513	6.22929731184139	13.5384992314955	23.750305965068	5.18238810600891	10.2279153424519	13.3345954891647	4.43254286406851	5.64387533919857	4.06793117765431	7.10129823855799	9.57921938725138	11.4944981102791	15.6232267308011	21.7630853568921	7.37064014310313	8.63481226428329	5.12835637933086	20.8936993327311
"Mesno"	10.4158735326076	77.8665244905965	13.2772672138948	16.0597550968703	36.6345414984156	16.3415021997387	79.1109202571801	16.1723397715099	8.13652530368633	15.3934123042116	11.7340140574118	14.118202286862	12.9121371108699	14.1566676495543	131.455605922728	17.8668701878091	10.6195034381498	84.0005963140926	12.3906631015922	2.1703484380708	6.82851726937594	25.3922253547403	14.5993187588577	14.0271361771564	8.49733097810188	20.7944137595458	12.9882027661417	17.7658821900922	12.5980879970643	0	4.27892363462468	4.41222344683584	9.62764230907841	14.1904404087008	19.101699185108	14.4784856038465	3.50186731910864	10.4419794261972	7.57172419703076	8.18431726815355	13.7844774983648	20.3079357024128	11.6644999551788	4.74692322705266	16.6201966867633	22.7566236526656	22.4010315517336	17.1058176864929	5.73163777698044	9.87039791398407	10.1865873553669	6.97471551394165	8.78179819597658	10.7137738737928	13.544581040949	4.58256370750225	15.1077952309524	16.4609078407163	7.1774755500965	9.15497553563912	10.4711398908578	21.4443250551808
"Milinov"	7.5083836685353	81.791273924562	9.28970904217212	13.9567938215504	37.7464737579837	14.9422010161909	83.0382811751644	12.1258072020946	11.8788754274128	11.7036654048086	7.54295349953305	11.1373644206305	9.44987955626813	10.4022798179398	135.722899381351	17.5054882861597	6.48726768495635	84.2669124801254	12.4360579982442	2.59002095078946	4.02290966789642	22.6307357937396	13.5426116615252	12.1434960659202	7.09423843254032	17.595218918885	13.7340450704055	15.5686330354043	8.96051988769644	4.27892363462468	0	8.29982950995218	8.55034954688229	9.96779480131932	17.5058581586678	10.2024525783844	5.51744788903652	6.54065050841278	3.35199793363781	3.96976407223086	15.1292498147145	17.8425713815829	9.01731982935908	4.17915606809626	12.387714436117	18.4935212347036	23.9612294408671	13.8847498428168	6.47748960511603	11.2813948585274	7.78101306709622	3.48169210249136	5.74805886796975	9.37656532639232	9.52254017409242	6.3707571214561	15.9980756653444	15.5179611231436	2.92744893279818	5.21762383271537	6.20063191870071	18.611643147459
"Mirosov"	14.8229955098316	73.531488212318	16.3604674254269	16.7889595655837	38.5505776964471	16.3104198480414	74.7772890958332	19.2643490531605	3.72610750613303	19.7687171642961	15.8374178377667	18.5190847316524	17.3139516876016	18.514266612853	128.047581227627	16.6620368405735	14.0392955753332	81.4447825375204	11.2448961279127	5.73103934505453	9.41752806614698	26.4781804711504	14.3538050968507	14.6866531135323	9.50771337549359	22.5482435456296	11.0379867396861	18.4917441119493	15.2491630441892	4.41222344683584	8.29982950995218	0	10.0795978268276	17.7044621075441	23.1058397898809	18.222992708423	3.7853353858009	13.5450207078394	11.2849201573283	11.8578835599252	11.1410002051113	21.2100248172719	13.335880631166	9.01533862971833	20.1251204687311	26.666503567121	19.1804401088196	19.0241200188708	5.65539244502141	7.62842592095109	11.8077901098005	10.0459367752436	11.1851201580891	11.2252978488003	17.794447472011	4.0592218739731	12.8213425369012	20.2212285864071	11.2107539556476	13.4293119948237	14.2347967651398	25.80541683307
"Mokrouse"	15.4105217196343	79.0051478575164	9.39197060899105	6.71870571128015	45.9830808753399	6.71760927771339	80.256933769834	11.792337162255	11.6796295532474	17.9743610724572	12.6580928208614	18.6501672138995	16.450316360845	16.6711601329008	136.756619481779	8.9797453990055	8.75290575501622	75.7690027064168	4.40261964775123	7.92304661646528	4.9498577530024	16.3988463216901	5.06841121314974	4.61617012678331	1.49134753819152	12.7465957567928	6.40411011219325	8.43009578340189	7.49557852963898	9.62764230907841	8.55034954688229	10.0795978268276	0	11.691672852947	25.817776689035	12.9045378286757	6.70412346481244	7.51743462256529	8.31471513272813	8.421208316621	8.48030782603945	11.1327843614614	4.15277715895004	12.5464086611575	13.6707905704293	20.9707494803621	16.8199532777029	9.50396954461626	4.44524973848461	5.90504619834557	3.06718008045309	6.12262044305526	4.64088150852063	1.15031144409235	15.0773899310187	6.05819287821817	8.54480472444263	24.0369244775074	9.48162818083561	12.0384730017917	10.0539104024418	25.9110193605075
"Nebilovy"	10.148987123661	90.2283755648766	2.52380269786355	11.9158593750593	43.5069801130838	14.4268964878114	91.4797948187776	3.00373047348057	20.8642039064101	8.69968938182232	4.55130287346586	11.2908911433594	8.84985582720656	7.80710675313601	145.62229418786	18.7401682906277	3.66718326653747	83.7968205695767	15.8570291763864	12.1857807876615	8.56337264585685	16.7335077044215	14.3121643760185	11.4647633011206	10.691652513606	11.0172186351492	18.0409090051832	12.7142949294299	4.56737725669513	14.1904404087008	9.96779480131932	17.7044621075441	11.691672852947	0	19.4667414510858	1.53152326077686	14.1331192053693	4.42381839648627	6.62403383105459	6.0084327085479	20.1695520213539	13.6025224205438	8.17465069880597	12.7283302607282	2.43340996967319	9.38218034510517	28.2503322114447	8.18474027152721	13.5034295375751	17.2949849370844	8.67293887002676	7.69756135196461	7.39406494291273	11.4841830950836	5.88919846897863	14.4555243366281	20.0632291534677	19.3000963330647	7.32479085442067	7.02862074887271	3.86943312431837	16.8998463207039
"Nepomuk"	10.5073457499658	93.6752828684601	21.2082386082143	29.8089467624956	25.1483635947087	31.5560628548321	94.8929519615096	22.3939042372455	26.6376206493959	11.199780940924	15.1985074060526	8.17909202333168	10.6520588302514	11.7490408155201	140.228550801231	34.7716786997129	19.0705132059088	101.529376168055	29.9141577151107	19.2463888115462	20.8887967339261	36.1892797190462	30.5278831711825	28.4778122775461	24.3264416942374	30.4776785226949	31.2258953331654	31.0986527175845	22.5516285017115	19.101699185108	17.5058581586678	23.1058397898809	25.817776689035	19.4667414510858	0	18.1677155930823	22.2484747678672	20.2625952393175	17.7582695866495	17.8694367457728	32.4941158435939	32.6260233451034	24.8191273350919	14.4036461491388	20.4103910703647	20.4069152413489	41.2906868727271	27.3997450973209	23.8402483429981	28.5712266634529	24.1480379136912	19.7881482758206	21.8272772649452	26.4481452606903	13.6048401153146	23.3035493947762	33.4824941374248	3.59149526688411	16.4354585690848	14.1824170195265	17.4358298972351	6.71890399792232
"Netunice"	9.25436098911285	91.1139858746318	4.00720530306002	13.4377868792951	42.444543906693	15.9253414237435	92.3648275024162	4.23186514926794	21.5175440278257	7.25047166755906	3.72064857011801	10.0195875963565	7.63792377741113	6.43875666728087	145.921421642283	20.2007041243275	4.41380203532161	85.3250593408602	17.149961887831	12.5794870209877	9.38098407468145	18.100735738193	15.7553066123548	12.9378199593724	11.8150076147861	12.3864392676367	19.2925403297004	14.2458029626182	6.01839216931532	14.4784856038465	10.2024525783844	18.222992708423	12.9045378286757	1.53152326077686	18.1677155930823	0	14.7757096600061	5.44476567367801	6.95657250414243	6.36912688704814	21.3797298381497	15.1055068490868	9.56559334429208	12.5125889648347	2.61097625791879	8.50845920133119	29.5795287343248	9.67889638672408	14.3639779632026	18.3665915304624	9.94199222434201	8.38813869361461	8.44802772795182	12.7789287411007	4.56475733020227	15.1939263283319	21.3576174287414	18.1793296751685	7.37885125892989	6.52117390616683	4.01306623932141	15.3995626887159
"Nevid"	12.8539363643861	76.5178160292482	12.6499720452357	13.3896295929003	40.0710183155363	13.2865853243639	77.76681198867	15.5400533108478	6.74312440954666	17.2118547133845	12.761986729683	16.5465101681205	14.9603144198891	15.9031004144072	131.779162384044	14.4519381082093	10.4720754758887	80.5018324196996	8.9497119811523	3.10572266577141	5.68787953580783	22.9900912213944	11.4388320243681	11.2961614948189	5.8928051000043	18.8534107073995	9.48719416072438	15.1071854264554	11.4746149896748	3.50186731910864	5.51744788903652	3.7853353858009	6.70412346481244	14.1331192053693	22.2484747678672	14.7757096600061	0	9.86707681460029	7.97063951772455	8.4920727221772	10.3578741146747	17.7699785703227	9.61219455537148	7.86783607648458	16.5296917914497	23.2761889799034	19.0717233219865	15.2871833491033	2.37748992828567	6.42242172880901	8.07918885889808	6.43566340014143	7.40747596800481	7.84803179225659	14.9135051869817	1.09076826223598	11.6194207423727	19.7813534476234	8.20249876593925	10.7061711503773	10.8652110952723	24.0038350908785
"Nezbavetice"	9.89928979269536	85.8045732920259	2.84675317604381	9.56897425087401	42.916909720073	11.5698551012599	87.0559883223444	5.7590263593085	16.5511079121314	10.8881222013057	5.53686429574408	12.348853281622	9.91016571403304	9.66395064172019	141.586365436985	15.4392535417646	1.33041053797377	81.6069284365052	11.8468739632635	8.31082703842724	4.20255198868184	16.7912610647476	10.9657246541363	8.45155237428704	6.37432078838536	11.4030058978021	13.9214715797663	10.8392826519491	2.60953302848501	10.4419794261972	6.54065050841278	13.5450207078394	7.51743462256529	4.42381839648627	20.2625952393175	5.44476567367801	9.86707681460029	0	3.46579430490333	2.9677884009442	15.9666315425812	12.5451937547063	4.7670561592514	10.1876698272939	6.72503967645182	13.7988879446919	24.3005660063084	7.78735436168996	9.090133283842	12.926555316196	4.68986859721444	3.52891061721304	3.00459495480576	7.52088174165678	7.87809005227726	10.1028483505463	16.0386092770622	19.2979668732317	4.76201150067173	6.16541498109397	2.92763414562726	19.1136114896447
"Nezvestice"	7.2524831368118	84.4834480629702	6.03745510288071	12.2665699351183	39.6537083353354	13.8125149067347	85.7327280386534	8.81474528664433	14.6689069894366	9.87553156691072	4.88648999143433	10.3402571118015	8.15012944942611	8.54615268543604	139.02286821837	17.1092318789384	3.1611685509682	83.7865626307967	12.6597271542026	5.62348214882708	3.45528105429375	20.1547588976354	12.787231543937	10.764574363681	6.85990156739956	14.846662826346	14.3958046045199	13.722345021214	6.05351976845217	7.57172419703076	3.35199793363781	11.2849201573283	8.31471513272813	6.62403383105459	17.7582695866495	6.95657250414243	7.97063951772455	3.46579430490333	0	0.617775885746742	16.1528007564	15.6941413937747	7.18713133196697	6.72433104829716	9.05046339472587	15.3830505695786	24.8665928406254	11.1954660125455	8.03845629473787	12.5997796267835	6.3916966643036	2.22392286616258	4.06990596390721	8.78241547937834	7.20087821562872	8.54089574356851	16.6426071130762	16.3952967754604	1.41283567120124	3.72653554168057	2.95147327984294	17.6150657574732
"Olesna"	7.36889563305395	84.9869303872096	5.4525323616397	12.0348357273937	40.0229288541112	13.6876886888664	86.236536806767	8.20889434584166	15.2097040014709	9.62499698492518	4.49637766234951	10.3024425375039	8.03747096648113	8.30352947811648	139.631966289329	17.1108013019824	2.55640579123735	83.7161335523415	12.8003627747002	6.21931054287291	3.69241495835232	19.7294595414352	12.7434795996668	10.6105980928955	6.99707255839554	14.3705272789049	14.6022502120402	13.449168693921	5.5750518628988	8.18431726815355	3.96976407223086	11.8578835599252	8.421208316621	6.0084327085479	17.8694367457728	6.36912688704814	8.4920727221772	2.9677884009442	0.617775885746742	0	16.4127445439481	15.3484961539722	6.97794135992152	7.2634708757957	8.43624974619719	14.8196960057311	25.0823477495039	10.7432038039912	8.44347972055356	12.9263861756592	6.30274711349816	2.46815839730033	4.00127513951048	8.81255536821508	6.86329770229971	9.02247416706946	16.8352703051725	16.6223506326841	1.79656996816666	3.72203222775066	2.38228809238688	17.4916901987973
"Osek"	22.614275037211	71.0525758000543	17.8342318696202	11.936540447922	49.691173666855	9.71774464930874	72.3028433043135	20.0687224145474	9.78487885419128	26.0256959321875	20.8521245884002	26.1590611388014	24.1987497997678	24.6978276056612	130.795463259016	7.19837710729139	17.1588947584771	70.3736663866921	4.6126327095585	13.2554686227334	12.721393517586	20.5824943500961	8.01896621742008	10.4927195127897	9.6199304600304	18.9164251323057	2.29087495936146	13.1163995411142	15.8757964270812	13.7844774983648	15.1292498147145	11.1410002051113	8.48030782603945	20.1695520213539	32.4941158435939	21.3797298381497	10.3578741146747	15.9666315425812	16.1528007564	16.4127445439481	0	15.652063705107	12.3020152160962	18.1952309787402	22.097250070318	29.4075636981416	8.83198220917353	16.5753735760299	8.6719942659987	3.93948823805562	11.5092151715727	13.9523716712564	13.0104276418552	8.77993487925709	23.2566962880654	9.27144243973429	1.98589037243545	30.1293886923717	17.0399210749244	19.7185043812302	18.3366619235233	33.6015904786782
"Plzen"	22.4199220921814	85.7741182515283	11.4840537976667	4.4264455823251	55.3445672039593	5.9363639111703	87.0172366734134	11.2038026689188	22.4813384276992	22.2779306958924	17.4561399793403	24.5193350954876	22.027073644434	21.2943390057694	146.424787892769	9.70530505210703	13.6191546901875	70.3480297723233	11.5916603333723	18.3004765467391	13.8848738222704	5.29241897432863	7.7812260709947	6.52496239287818	11.9109977775162	4.39040603872334	13.5530340500834	2.76161816655112	10.0956796594242	20.3079357024128	17.8425713815829	21.2100248172719	11.1327843614614	13.6025224205438	32.6260233451034	15.1055068490868	17.7699785703227	12.5451937547063	15.6941413937747	15.3484961539722	15.652063705107	0	8.83202733318967	21.9886690520866	13.79900011695	19.7254250589401	20.3477749306884	5.43194156749553	15.5751000388406	15.5649199650819	10.1874221550496	14.4023571235401	12.0989490591815	9.98515541494218	19.3607782489684	17.1876956516782	14.2327762634214	31.8365959861653	17.1002821567469	18.6981282229444	15.223567232693	30.5019227826072
"Plzenec"	14.3372416779219	83.1115192014439	5.69241878081375	5.08355170892238	46.6540891331358	6.81590496597214	84.3631582887349	7.76780849254087	15.4862608534224	15.6433617151483	10.3030628719788	17.0469425063653	14.639150578189	14.4292446416835	140.752395575045	10.7308779483302	6.09069513531635	76.8801362208401	7.80596551669488	9.57736599439799	5.05677440235112	13.7583245123526	6.2529385661865	3.69773162498286	3.93772683081146	9.24821620741119	10.0763395766092	6.59891606646706	3.65252422360696	11.6644999551788	9.01731982935908	13.335880631166	4.15277715895004	8.17465069880597	24.8191273350919	9.56559334429208	9.61219455537148	4.7670561592514	7.18713133196697	6.97794135992152	12.3020152160962	8.83202733318967	0	13.1784027966297	9.86426084178385	17.1629282266403	20.0989823964408	5.69036798172214	7.81354570375734	10.0527433344709	1.53327930473281	5.61301449727601	3.29731186096125	3.53626893905824	12.6243403380448	9.31649776917919	11.978603995966	23.5805658408537	8.59114078524757	10.6367910020995	7.68776925253644	23.8805777121861
"Porici"	6.04051217160604	81.9810676146425	12.6839286645327	18.1359037430301	33.5761177863817	19.0692412053044	83.2209011104583	15.3162628240451	12.7149442046326	11.4617910806132	9.06882637161998	9.63241663457553	8.83578850304473	10.3611697057381	133.950971454865	21.3947556149531	9.75615316702921	88.0188656905517	16.1253490387809	4.98900777589391	8.20169498608674	26.6981899126749	17.5965190602983	16.3135606586193	11.1386952219055	21.5221108768983	17.1200507992242	19.7443430213488	12.7549755851513	4.74692322705266	4.17915606809626	9.01533862971833	12.5464086611575	12.7283302607282	14.4036461491388	12.5125889648347	7.86783607648458	10.1876698272939	6.72433104829716	7.2634708757957	18.1952309787402	21.9886690520866	13.1784027966297	0	15.0020532711131	20.0688749061443	26.938989934076	17.837221560845	9.6551520668648	14.2562906831525	11.9601451081138	7.58731725543164	9.89138259014268	13.4486845954691	10.2489619667673	8.93926703238293	19.3329338878572	11.9393853204955	5.55165197304676	6.13813831244665	8.88587813894984	16.8042903980732
"Predenice"	11.8451462502112	92.4614693785298	4.28127362707623	12.878715930427	44.9174202661344	15.5674464377956	93.7131729733412	2.62309721371828	23.2487664197529	9.27324303445035	6.33156360233829	12.3530948417213	10.0647097589748	8.67796697402141	148.055681616694	20.04786569639	6.08651870370183	84.146066834634	17.6639589261232	14.6191749983106	10.9154853919302	16.2017374187798	15.7302828116236	12.792808369343	12.796569005455	10.5596232213676	19.9103979789279	13.3912062785028	6.22929731184139	16.6201966867633	12.387714436117	20.1251204687311	13.6707905704293	2.43340996967319	20.4103910703647	2.61097625791879	16.5296917914497	6.72503967645182	9.05046339472587	8.43624974619719	22.097250070318	13.79900011695	9.86426084178385	15.0020532711131	0	7.3107331399573	29.9262472444448	8.43260118249492	15.8079666163364	19.4134465540561	10.6069279535422	10.0993635018319	9.60917398104002	13.3290901143487	6.92781841133871	16.8179880101509	21.8428444925479	20.6307141059785	9.69426138410777	9.09906393123501	6.23651094486939	17.0674998068337
"Prestice"	15.1801442542113	99.5919662945981	11.5797422668859	19.7382059699633	45.5524692779933	22.523972069535	100.843152734884	9.54915414572467	30.0143732885689	10.1845624485631	11.1090314292017	13.7644429549893	12.4198284448258	10.5759879422501	153.987045765314	27.0903971124869	12.8963738323232	89.5006038018623	24.9676690298048	20.9700941258065	17.8676368172217	20.6584778300923	22.8854888133852	19.9252503814723	20.048789937492	15.7044480154473	27.2200422993146	19.950900683823	13.5384992314955	22.7566236526656	18.4935212347036	26.666503567121	20.9707494803621	9.38218034510517	20.4069152413489	8.50845920133119	23.2761889799034	13.7988879446919	15.3830505695786	14.8196960057311	29.4075636981416	19.7254250589401	17.1629282266403	20.0688749061443	7.3107331399573	0	37.1737534484068	14.8225448614341	22.8421242347154	26.6631111528494	17.9110155389718	16.8960447456955	16.7760196725317	20.6393520326355	9.93332714563666	23.7019332807969	29.1372084132871	21.8488924277999	15.5792111856725	13.9667347923362	12.4377546541761	15.0465580252609
"Radnice"	31.4431989357204	65.5821102958855	25.7902607087401	17.9929260458133	57.3592597470956	15.1988549626056	66.8196886094533	27.6380972177705	16.7557857452563	34.7059406562384	29.4473785039778	34.9716398753547	32.9692838254077	33.3858719142075	128.647880409891	10.7201150500385	25.5631003845715	62.533122956365	12.4537591185208	22.0445135189545	21.4134245713045	24.1647349112682	14.3709593294568	17.3219676037387	18.1348115125421	24.4519491532582	10.4811039833929	18.5150090141693	23.750305965068	22.4010315517336	23.9612294408671	19.1804401088196	16.8199532777029	28.2503322114447	41.2906868727271	29.5795287343248	19.0717233219865	24.3005660063084	24.8665928406254	25.0823477495039	8.83198220917353	20.3477749306884	20.0989823964408	26.938989934076	29.9262472444448	37.1737534484068	0	23.1178011775498	17.4994214942035	12.7238354352526	19.6511847735199	22.6475563000483	21.4594124308203	16.8069566081642	31.8655355775642	18.001082936767	8.27608067549294	38.8415743257641	25.8171149801734	28.4882570002096	26.8662232739432	42.3986984086413
"Radobycice"	17.4047238681428	87.6122557009879	6.19184494750969	5.14053500991854	50.6642239373065	7.96916157652249	88.8618906526012	5.81493387653936	21.1096838369332	16.877207019676	12.2016060020597	19.2458719301801	16.7568867302108	15.9281723913286	146.256771120557	12.572666603598	8.65070296827403	75.7503923427767	11.9859214723214	14.9574363876796	10.2902982292432	9.02050912164052	8.85738239861311	6.08889825223329	9.59594898133913	3.71452528870901	14.287548116995	5.12847101294794	5.18238810600891	17.1058176864929	13.8847498428168	19.0241200188708	9.50396954461626	8.18474027152721	27.3997450973209	9.67889638672408	15.2871833491033	7.78735436168996	11.1954660125455	10.7432038039912	16.5753735760299	5.43194156749553	5.69036798172214	17.837221560845	8.43260118249492	14.8225448614341	23.1178011775498	0	13.491492196921	15.1553923681119	7.21633106898581	10.4254369546193	8.33871748927975	8.56079469849874	13.9944738851436	15.0062787061416	15.7059974396689	26.8237973381658	12.5396703734176	13.7500933016496	10.1636582015938	25.078227375379
"Rakova"	13.983533473562	76.7527716493994	11.6908470192492	11.1639253198451	42.3653640192339	10.9278828280349	78.0037783265081	14.4852652130337	7.73998872793586	17.7865385793697	12.9215640935189	17.5836988646374	15.7520110388053	16.4561114742548	133.064545162763	12.1363170036587	9.95249342946847	78.4247046218256	6.66262477839695	4.66633876515155	4.98378604842792	20.8323342730873	9.06498665877094	9.06140932290986	3.90074289768712	16.9457973404455	7.4649083265459	12.87499120586	10.2279153424519	5.73163777698044	6.47748960511603	5.65539244502141	4.44524973848461	13.5034295375751	23.8402483429981	14.3639779632026	2.37748992828567	9.090133283842	8.03845629473787	8.44347972055356	8.6719942659987	15.5751000388406	7.81354570375734	9.6551520668648	15.8079666163364	22.8421242347154	17.4994214942035	13.491492196921	0	4.80408452023118	6.31704253626908	6.05751736939746	6.25804209312163	5.59534594790315	15.2295294487762	1.61297919965764	9.68477520215264	21.5792586125882	8.65750816624897	11.3174341967592	10.6918151545577	25.0528252223547
"Rokycany"	18.7874950302347	73.1253272707887	15.1408993733389	11.3136060911556	46.0474707668661	9.88301588205917	74.3771854129493	17.6606623570881	7.28723998391741	22.4528842549105	17.4179336235598	22.3794114031846	20.5040593484364	21.1208430916936	131.213707598286	9.18386137640458	14.0069474878704	74.1861872504504	4.15436050795596	9.32599200595831	9.26233364220281	20.7960492489672	7.88383330903257	9.42386276280359	6.61778055773159	18.0712162661126	3.41163482838123	12.8265577575133	13.3345954891647	9.87039791398407	11.2813948585274	7.62842592095109	5.90504619834557	17.2949849370844	28.5712266634529	18.3665915304624	6.42242172880901	12.926555316196	12.5997796267835	12.9263861756592	3.93948823805562	15.5649199650819	10.0527433344709	14.2562906831525	19.4134465540561	26.6631111528494	12.7238354352526	15.1553923681119	4.80408452023118	0	8.91417443771442	10.4624753905675	9.9222703068363	6.6422630938261	19.7866820979523	5.33422004692307	5.29600765838323	26.1899006935275	13.365003057213	16.0424320670813	15.0129957687102	29.8440642838052
"Sedlec"	13.6408014501539	82.0386963984377	6.33136672746383	6.17579244024917	45.5136868042154	7.42726009116615	83.2905443009177	8.74725060491805	14.023651357002	15.4830774652916	10.1131281637823	16.573424940889	14.2370253238245	14.2194676150626	139.324850013521	10.8757495636608	5.99721483543726	77.4140978965363	7.20877552876952	8.12941833473469	3.76034880867112	15.207770169775	6.4559385484646	4.43238778332747	2.4979092785885	10.7805864075081	9.3680832017598	7.80102417816257	4.43254286406851	10.1865873553669	7.78101306709622	11.8077901098005	3.06718008045309	8.67293887002676	24.1480379136912	9.94199222434201	8.07918885889808	4.68986859721444	6.3916966643036	6.30274711349816	11.5092151715727	10.1874221550496	1.53327930473281	11.9601451081138	10.6069279535422	17.9110155389718	19.6511847735199	7.21633106898581	6.31704253626908	8.91417443771442	0	4.52874626980214	2.32195115401584	2.8449494952285	12.5050970038365	7.79829461596605	11.4158662224937	22.7233830173201	7.74702245074255	10.0242937737332	7.46466176900062	23.6134024682526
"Stahlavice"	9.32033645963049	82.7500092761645	6.37359015802532	10.6456749421098	41.0456006270539	11.9177383503357	84.0004503524992	9.28706272333364	13.1710841731458	12.0749343120534	6.95548539582705	12.5309275382999	10.3707926159982	10.7488411922159	138.069939018811	14.9970971772832	4.03786838497919	81.7426004680012	10.443571323784	4.8178418674171	1.23431780896002	19.1504811149156	10.7505887540499	8.9609482470117	4.65294242997205	14.1394222750867	12.1738507453172	12.2072663422258	5.64387533919857	6.97471551394165	3.48169210249136	10.0459367752436	6.12262044305526	7.69756135196461	19.7881482758206	8.38813869361461	6.43566340014143	3.52891061721304	2.22392286616258	2.46815839730033	13.9523716712564	14.4023571235401	5.61301449727601	7.58731725543164	10.0993635018319	16.8960447456955	22.6475563000483	10.4254369546193	6.05751736939746	10.4624753905675	4.52874626980214	0	2.31571058192451	6.66409256211865	9.33121828708999	6.80588996947435	14.4190859430576	18.2266197609569	3.3709341376345	5.92492167952313	4.63450429978137	19.8349952049373
"Stahlavy"	11.3203816696494	82.8579227320266	5.43571011967954	8.34325964101093	43.359109208974	9.74683260299583	84.1095415947428	8.23724248504106	13.9044227385201	13.3745158185711	8.03228978237807	14.2974031422687	11.9952301106038	12.0849472275716	139.159539870988	13.1175504652761	4.14853582267436	79.7269020368332	9.03577679865481	6.62381911958872	1.95413602245582	16.9072445466869	8.74261503956257	6.72267639724057	3.39255733357617	12.0433218556387	11.0184271154814	9.89301662652341	4.06793117765431	8.78179819597658	5.74805886796975	11.1851201580891	4.64088150852063	7.39406494291273	21.8272772649452	8.44802772795182	7.40747596800481	3.00459495480576	4.06990596390721	4.00127513951048	13.0104276418552	12.0989490591815	3.29731186096125	9.89138259014268	9.60917398104002	16.7760196725317	21.4594124308203	8.33871748927975	6.25804209312163	9.9222703068363	2.32195115401584	2.31571058192451	0	4.8625851732159	10.4491724128848	7.44624791869143	13.1834773851637	20.4171739436486	5.42878284834549	7.72169365797249	5.41498632188107	21.4152993697629
